trip_id,driver_id,trip_date,duration_minutes,distance_miles,average_speed_mph,max_speed_mph,harsh_braking_events,harsh_acceleration_events,sharp_cornering_events,phone_usage_seconds,night_driving,rush_hour,highway_percent,weather_adverse,speeding_percent,had_claim,claim_amount
TRIP_DRIVER_000_0017,DRIVER_000,2025-02-08,104,9.486891625590744,28.01554947713919,59.40856276880279,2,1,2,26,0,0,0.5857755812734633,1,0.24755027713223618,0,0.0
TRIP_DRIVER_000_0018,DRIVER_000,2025-05-04,37,23.454391634084313,31.36850367947805,89.27136685965613,3,0,0,36,0,1,0.023271935735825866,1,0.15946445620149247,0,0.0
TRIP_DRIVER_000_0019,DRIVER_000,2025-04-24,113,46.89575944092966,16.17558980026939,60.47783412130408,4,1,0,34,0,0,0.6798447799002458,0,0.14637886949066634,0,0.0
TRIP_DRIVER_000_0020,DRIVER_000,2025-04-23,66,25.331498343470805,26.688542586576105,53.860736974959345,0,0,2,46,0,0,0.08328441119525964,0,0.2556403015398082,0,0.0
TRIP_DRIVER_000_0021,DRIVER_000,2025-02-22,27,39.28350647308893,18.40393806052344,88.69190318974833,2,2,4,31,0,1,0.1466048216920255,0,0.14487644549683085,0,0.0
TRIP_DRIVER_000_0022,DRIVER_000,2025-04-19,69,44.13763846328242,22.10055581046236,87.41395622611729,3,1,0,29,0,0,0.5714730252050106,0,0.30506647970204404,0,0.0
TRIP_DRIVER_000_0023,DRIVER_000,2025-06-16,5,34.37093192774854,22.1251941387741,59.50306148490862,1,1,3,42,0,0,0.16621543190925292,0,0.16325620782130146,0,0.0
TRIP_DRIVER_000_0024,DRIVER_000,2025-02-23,7,45.15674251405846,16.363391410243736,52.94377780451992,4,0,1,34,1,1,0.6981617140197451,0,0.16776630865537084,0,0.0
TRIP_DRIVER_000_0025,DRIVER_000,2025-06-06,17,45.63543204019828,39.67611728769507,89.72979760800307,5,0,0,26,0,1,0.8421189231357087,1,0.21551597170796358,0,0.0
TRIP_DRIVER_000_0026,DRIVER_000,2025-05-09,25,3.7623993358954286,40.9416712876516,82.20035787910152,6,1,2,35,0,0,0.6715731955927996,0,0.3066035412901643,0,0.0
TRIP_DRIVER_000_0027,DRIVER_000,2025-01-12,69,28.043435099949793,31.828139146061588,85.70675052315622,1,0,2,27,0,0,0.5899176868546331,0,0.20615050037659122,0,0.0
TRIP_DRIVER_000_0028,DRIVER_000,2025-02-21,42,23.094611923389117,42.31413835209819,53.87857221175452,4,1,0,34,0,0,0.34156321045654503,0,0.2129437714645441,0,0.0
TRIP_DRIVER_000_0029,DRIVER_000,2025-04-28,20,32.40286249535751,20.456402531974344,56.50250295975973,3,0,0,26,0,0,0.12063587110060081,0,0.13680813929121025,0,0.0
TRIP_DRIVER_000_0030,DRIVER_000,2025-03-19,94,34.829346602838896,16.179364195232967,81.45837431694459,1,2,0,38,0,0,0.370472102791382,0,0.2603844552285613,0,0.0
TRIP_DRIVER_000_0031,DRIVER_000,2025-05-10,113,4.054726763050831,19.4321727571868,44.81223344925856,3,2,0,37,0,1,0.08920432871205619,0,0.14487294723441285,0,0.0
TRIP_DRIVER_000_0032,DRIVER_000,2025-01-25,72,18.400110860685935,34.464685208747284,63.86781797343101,4,1,2,32,1,0,0.22533279771252823,0,0.22125096401209388,0,0.0
TRIP_DRIVER_000_0033,DRIVER_000,2025-03-03,98,9.495306169442987,41.90296273879275,41.90365838833757,3,3,0,26,1,0,0.5716126894698998,0,0.3057559037270535,0,0.0
TRIP_DRIVER_000_0034,DRIVER_000,2025-04-28,72,21.846385492204423,30.228311360533652,50.82333765977666,0,1,1,32,0,0,0.13441467693897424,0,0.371896093486456,0,0.0
TRIP_DRIVER_000_0035,DRIVER_000,2025-05-10,88,13.477392083424428,35.44508166671788,79.30333467088,2,2,1,26,1,0,0.8418287767582721,0,0.3134882173274396,0,0.0
TRIP_DRIVER_000_0036,DRIVER_000,2025-01-30,39,9.049024098618654,39.43724160694146,74.07664951523824,3,2,1,37,0,1,0.3838912213732114,0,0.3468496570588365,0,0.0
TRIP_DRIVER_000_0037,DRIVER_000,2025-06-28,74,47.05177405706028,33.83124159214253,55.91061118308699,1,3,0,29,1,0,0.5698896848713165,0,0.3379377147979973,0,0.0
TRIP_DRIVER_000_0038,DRIVER_000,2025-02-07,17,6.420955110805155,40.39356875203555,44.50267880520628,2,0,2,36,0,0,0.18159771680142567,1,0.24992556219930864,0,0.0
TRIP_DRIVER_000_0039,DRIVER_000,2025-02-16,94,47.41688364097895,19.600542093482407,69.73344313787109,2,5,0,34,0,1,0.9343670147690148,1,0.21015983519071213,0,0.0
TRIP_DRIVER_000_0040,DRIVER_000,2025-05-29,94,42.10600623585077,18.739880436098005,88.13710592090271,3,0,0,38,0,0,0.5373956029379229,1,0.17881182207926088,0,0.0
TRIP_DRIVER_000_0041,DRIVER_000,2025-06-11,95,23.15867910360055,21.73814468819946,62.374975764245384,1,1,1,34,0,1,0.17803596686975143,1,0.11950684209540638,0,0.0
TRIP_DRIVER_000_0042,DRIVER_000,2025-03-04,65,10.038680699523947,23.98787735299431,54.53733332172085,3,2,2,36,0,0,0.497011948821249,0,0.10580246756886716,0,0.0
TRIP_DRIVER_000_0043,DRIVER_000,2025-02-24,107,37.90906481662509,23.169055641608985,86.84947491698588,6,0,0,32,0,0,0.887460482513503,0,0.2911519526626245,0,0.0
TRIP_DRIVER_000_0044,DRIVER_000,2025-03-29,82,30.556672706672,39.20550446887758,90.43651489746534,2,1,2,25,0,1,0.9106240035403039,0,0.17566778091442303,0,0.0
TRIP_DRIVER_000_0045,DRIVER_000,2025-04-29,16,41.70207082169724,25.355764346438267,80.05170115302096,2,2,2,26,0,1,0.6988458531609044,0,0.14031495601769844,0,0.0
TRIP_DRIVER_000_0046,DRIVER_000,2025-01-04,30,26.758818932831606,20.150378575449103,52.46770533551254,0,1,1,33,1,0,0.010995828658480478,0,0.34491361632390405,0,0.0
TRIP_DRIVER_000_0047,DRIVER_000,2025-06-17,102,30.425326161249014,34.95110023638766,47.13622270123698,3,0,0,37,0,0,0.38929561404197655,0,0.18160983870895725,0,0.0
TRIP_DRIVER_000_0048,DRIVER_000,2025-02-08,108,28.753827374547964,29.28151206597299,73.99271647189289,3,0,1,32,0,1,0.1065982531337718,0,0.2933646506305535,0,0.0
TRIP_DRIVER_000_0049,DRIVER_000,2025-06-20,108,22.306539591583565,22.392060997173203,82.54142984902822,3,1,1,45,0,0,0.8729458358764083,0,0.3168763681279074,0,0.0
TRIP_DRIVER_000_0050,DRIVER_000,2025-04-28,84,42.61058692670065,22.490040265775576,64.40917537731997,3,2,2,36,1,1,0.9442664891134339,0,0.3335208190662665,0,0.0
TRIP_DRIVER_000_0051,DRIVER_000,2025-05-26,63,41.61685823338319,16.110229041464777,70.28564569346017,1,0,1,36,0,0,0.7907231648389635,0,0.26267543670057525,0,0.0
TRIP_DRIVER_000_0052,DRIVER_000,2025-06-19,112,12.415014262928054,15.732023446696141,85.3462404414984,0,5,1,32,1,1,0.7682734138645182,0,0.20131512445259356,0,0.0
TRIP_DRIVER_000_0053,DRIVER_000,2025-06-26,7,23.898227560344978,23.910086293646465,84.39600257000183,2,1,0,31,1,1,0.25898265160181366,0,0.369607178293497,0,0.0
TRIP_DRIVER_000_0054,DRIVER_000,2025-03-29,15,45.28247439158825,44.67554729440077,78.37520763609658,0,2,1,19,0,1,0.8262056957939659,1,0.2638414006683184,0,0.0
TRIP_DRIVER_000_0055,DRIVER_000,2025-01-09,103,30.26642954908671,30.750945025808043,51.80363761428125,4,2,2,31,0,0,0.8521935333470078,0,0.1736234333804338,0,0.0
TRIP_DRIVER_000_0056,DRIVER_000,2025-05-19,63,14.788157068298812,22.579472818826552,37.77032006693868,1,2,2,40,1,0,0.6621120101065646,0,0.33425588786167704,0,0.0
TRIP_DRIVER_000_0057,DRIVER_000,2025-05-27,84,33.26413989826285,40.51745187282726,85.19198342973638,6,2,1,30,0,1,0.8321341779577419,0,0.07682378528452258,0,0.0
TRIP_DRIVER_000_0058,DRIVER_000,2025-02-15,31,49.07812272334375,33.95440581050005,51.77999933547604,3,3,2,44,0,0,0.7081720886452816,0,0.2495591618223545,0,0.0
TRIP_DRIVER_000_0059,DRIVER_000,2025-04-30,86,43.70530350146644,44.2046690753219,90.77908441766027,1,1,0,29,1,1,0.44590270637674834,0,0.3740453738167858,0,0.0
TRIP_DRIVER_000_0060,DRIVER_000,2025-05-21,109,9.01756723839179,38.84428646249788,75.64332479492913,1,2,1,31,0,1,0.3975943979627943,0,0.370101318157421,0,0.0
TRIP_DRIVER_000_0061,DRIVER_000,2025-05-04,42,12.267775688663223,21.3931411207525,39.20317693559537,3,1,4,35,0,1,0.616650314520738,0,0.21936472922323752,0,0.0
TRIP_DRIVER_000_0062,DRIVER_000,2025-01-17,112,13.129457824565383,31.752380177495937,49.8955102113527,1,1,2,32,0,1,0.7218876279269351,0,0.3020258040528395,0,0.0
TRIP_DRIVER_000_0063,DRIVER_000,2025-06-18,12,36.48998009819418,37.47484917303849,45.51651644888025,0,1,1,30,1,0,0.5342422059764451,1,0.09966058410159889,0,0.0
TRIP_DRIVER_000_0064,DRIVER_000,2025-06-03,26,16.782640408747433,44.32399158944357,48.53805231937343,2,2,2,34,1,1,0.6253046602139478,0,0.25858541953381986,0,0.0
TRIP_DRIVER_000_0065,DRIVER_000,2025-03-25,84,27.832026431533077,39.51893309887481,62.36830802545376,3,0,0,26,0,1,0.33689579177110685,0,0.31181757591221626,0,0.0
TRIP_DRIVER_000_0066,DRIVER_000,2025-02-20,48,28.21281399594393,36.57605334816792,50.05581315016868,4,0,0,28,1,1,0.742706521199981,0,0.17868852153356138,0,0.0
TRIP_DRIVER_000_0067,DRIVER_000,2025-01-20,64,2.9653503792116416,41.01094488367346,69.31794984842888,5,0,2,34,1,0,0.7158249646820886,1,0.12881295643054508,0,0.0
TRIP_DRIVER_000_0068,DRIVER_000,2025-03-19,6,9.867870682764998,40.63155280108737,64.56608448158916,2,1,1,31,0,1,0.3251900642246949,0,0.11417012198497745,0,0.0
TRIP_DRIVER_000_0069,DRIVER_000,2025-02-16,35,12.566472703976734,17.204902419900378,46.82748715676199,3,0,2,26,1,1,0.4746308757498139,1,0.31660906965448843,0,0.0
TRIP_DRIVER_000_0070,DRIVER_000,2025-05-14,112,27.45538613560841,16.025632978174745,91.75891629659114,1,0,1,26,0,0,0.6882078658665954,0,0.21887714824709448,0,0.0
TRIP_DRIVER_000_0071,DRIVER_000,2025-05-06,102,16.83340219644365,44.19293244211039,69.39697501019799,2,1,0,37,0,1,0.15616384479217393,0,0.3639120736155922,0,0.0
TRIP_DRIVER_000_0072,DRIVER_000,2025-02-24,94,19.34054158984984,15.525479725861867,50.918903350177835,3,5,1,26,0,1,0.9933369373586285,0,0.10205253235558773,0,0.0
TRIP_DRIVER_000_0073,DRIVER_000,2025-03-09,102,20.802875760900616,24.81099484689716,74.20843858294441,5,1,0,30,0,0,0.44869362262253065,0,0.18688356125827454,0,0.0
TRIP_DRIVER_000_0074,DRIVER_000,2025-01-11,103,9.253774871993263,34.27727906841569,79.25474041270488,6,0,1,32,0,1,0.7154909070992744,0,0.32162604941458994,0,0.0
TRIP_DRIVER_000_0075,DRIVER_000,2025-03-21,51,4.492733232703031,43.63980090099922,73.4989218556714,1,1,0,34,0,1,0.5322602133390402,0,0.10179592551595514,0,0.0
TRIP_DRIVER_000_0076,DRIVER_000,2025-01-02,53,48.859536694466364,39.69522046786981,66.22725960533376,1,1,0,38,1,0,0.08703896258765864,1,0.1869609286809888,0,0.0
TRIP_DRIVER_000_0077,DRIVER_000,2025-02-16,17,30.47897918717023,39.57566578280371,86.12215786110967,1,1,2,28,0,1,0.42373825364876283,0,0.10356861791987296,0,0.0
TRIP_DRIVER_000_0078,DRIVER_000,2025-03-10,51,12.526543655297255,41.07778873953158,63.49986048677227,1,1,0,35,0,0,0.14177439352710186,0,0.25402209883818,0,0.0
TRIP_DRIVER_000_0079,DRIVER_000,2025-02-11,43,36.501325718532286,15.474632752967473,56.25075372302938,4,0,1,31,0,1,0.4424099364806695,1,0.27578880860966104,0,0.0
TRIP_DRIVER_000_0080,DRIVER_000,2025-06-09,25,14.286224388509055,32.78435974960268,74.89805858763707,1,0,0,30,1,0,0.3335695494722004,0,0.10153824200180304,0,0.0
TRIP_DRIVER_000_0081,DRIVER_000,2025-01-31,51,10.845750744293767,31.074830534192436,42.80800710751683,2,3,0,43,1,0,0.6235856880027597,0,0.30148914991851483,0,0.0
TRIP_DRIVER_000_0082,DRIVER_000,2025-01-16,80,39.31937629584891,36.26234093228929,39.47962330580916,1,1,2,31,0,0,0.9193919732144173,0,0.37255542821646626,0,0.0
TRIP_DRIVER_000_0083,DRIVER_000,2025-01-12,115,20.46176009403134,31.191978562798283,72.02805527944221,3,0,1,34,0,1,0.13919802461752984,1,0.32370774531185764,0,0.0
TRIP_DRIVER_000_0084,DRIVER_000,2025-06-18,10,8.172325615950207,26.02603266874594,41.2402793931494,0,0,3,29,0,0,0.6408263146902062,0,0.2607844102388214,0,0.0
TRIP_DRIVER_000_0085,DRIVER_000,2025-01-31,119,28.65761344326524,20.753473667755816,49.13734666354856,3,1,0,38,0,1,0.618051674287186,0,0.1435764052234566,0,0.0
TRIP_DRIVER_000_0086,DRIVER_000,2025-05-04,56,9.513877187452431,34.671710176849686,84.13167606566432,4,1,0,28,0,1,0.5821482297799723,0,0.13181647822187564,0,0.0
TRIP_DRIVER_000_0087,DRIVER_000,2025-01-13,89,41.880864931783606,33.878964180322086,48.42789765458853,0,0,0,28,0,0,0.14923777795017612,0,0.33430614141159776,0,0.0
TRIP_DRIVER_000_0088,DRIVER_000,2025-03-23,108,40.72361047132705,33.42243933554208,84.76689011752926,2,0,3,29,0,1,0.8251321959287038,0,0.19081269672396714,0,0.0
TRIP_DRIVER_000_0089,DRIVER_000,2025-06-26,83,44.580154890313366,28.518589701892736,86.02607160203274,0,2,0,37,1,0,0.03557086703554835,0,0.19118659321430337,0,0.0
TRIP_DRIVER_000_0090,DRIVER_000,2025-05-19,56,38.958023027877914,34.84111833211243,47.67655860965799,1,2,0,29,0,0,0.2056872621955551,0,0.2594119141811325,0,0.0
TRIP_DRIVER_000_0091,DRIVER_000,2025-06-18,93,26.98480452920876,16.258536702949087,90.75768514463834,4,3,0,43,0,0,0.4394049896944522,0,0.35783077509288475,0,0.0
TRIP_DRIVER_000_0092,DRIVER_000,2025-06-21,36,25.30634409531444,15.381446699606805,92.0736494038681,3,2,2,26,0,1,0.26933129830202507,0,0.29329217678869546,0,0.0
TRIP_DRIVER_000_0093,DRIVER_000,2025-06-29,31,48.29135736422283,29.651823901948188,45.77798830099051,2,2,0,23,1,0,0.1608481739577462,0,0.31843368882918544,0,0.0
TRIP_DRIVER_000_0094,DRIVER_000,2025-01-03,69,14.617202765194524,20.818616018033246,85.88070910375387,4,1,1,39,1,1,0.6783788228551418,0,0.32749913521848506,0,0.0
TRIP_DRIVER_000_0095,DRIVER_000,2025-04-11,62,19.047166994835568,28.458318928636277,77.20470397809778,3,1,1,38,0,0,0.6423255259052274,0,0.24890315999791188,0,0.0
TRIP_DRIVER_000_0096,DRIVER_000,2025-05-12,28,34.146928924091746,39.14966999042309,52.33094198399904,2,0,0,38,1,0,0.44019899795549056,0,0.17336584985226597,0,0.0
TRIP_DRIVER_000_0097,DRIVER_000,2025-05-26,67,11.809985682849351,32.94675882191217,77.95227366010269,6,2,1,26,0,0,0.024191763891355245,1,0.15682926676131623,0,0.0
TRIP_DRIVER_000_0098,DRIVER_000,2025-04-19,55,47.09328301065168,22.778902765973214,61.12192707758868,3,1,0,23,0,0,0.7295082286523967,0,0.12258047407027857,0,0.0
TRIP_DRIVER_000_0099,DRIVER_000,2025-02-26,35,46.208529846301694,29.16181302590995,38.227946830716355,1,0,0,28,1,0,0.4288868788610386,1,0.1553497297981265,0,0.0
TRIP_DRIVER_000_0100,DRIVER_000,2025-04-17,88,31.36527256977137,31.859785424004205,56.516426989540435,2,0,1,25,0,1,0.7877130155277087,0,0.2232523631580004,0,0.0
TRIP_DRIVER_000_0101,DRIVER_000,2025-03-10,7,36.53263065000463,20.73572104394367,56.09527317022641,3,0,1,23,0,1,0.22740949586137893,0,0.23767176478809937,0,0.0
TRIP_DRIVER_000_0102,DRIVER_000,2025-06-26,21,31.03210788223551,21.784411547698223,84.07133242181803,1,1,0,40,1,0,0.7869701349176663,0,0.18170003590792833,0,0.0
TRIP_DRIVER_000_0103,DRIVER_000,2025-03-04,53,10.866825324662745,22.758625046641164,46.54965181572353,3,3,2,32,0,0,0.10547369995663058,0,0.3215389719495402,0,0.0
TRIP_DRIVER_000_0104,DRIVER_000,2025-05-27,73,48.25935604113977,21.112993773830674,66.27393209265801,3,3,0,36,0,1,0.9061432547657664,0,0.36996446558403906,0,0.0
TRIP_DRIVER_000_0105,DRIVER_000,2025-05-09,12,44.80549579038565,34.62877656974885,45.85653795417226,2,4,2,31,0,0,0.5273996221226763,0,0.3419854396748131,0,0.0
TRIP_DRIVER_000_0106,DRIVER_000,2025-05-13,103,10.183185260781528,40.74531159471492,82.53929563933832,3,2,1,30,1,1,0.10063747852353333,0,0.11749962069777067,0,0.0
TRIP_DRIVER_000_0107,DRIVER_000,2025-06-24,86,37.69249051120202,34.534427546450225,71.64187358826095,4,0,1,36,0,1,0.2271795570235149,1,0.15869085030579563,0,0.0
TRIP_DRIVER_000_0108,DRIVER_000,2025-01-04,62,26.120082904107594,24.15932030090194,49.18624307735754,0,1,4,35,0,0,0.4603582712019263,1,0.23890248982580903,0,0.0
TRIP_DRIVER_000_0109,DRIVER_000,2025-01-30,82,24.47443309206421,15.54000266835645,60.67022466380586,0,1,3,34,0,0,0.6350891059097188,0,0.14044097863446464,0,0.0
TRIP_DRIVER_000_0110,DRIVER_000,2025-06-13,44,13.902473403906804,16.383706930072016,68.68519527251345,2,0,2,29,1,1,0.5313165205680591,1,0.16049512527666743,0,0.0
TRIP_DRIVER_000_0111,DRIVER_000,2025-01-11,68,39.66888148284784,32.200480369056535,73.72618123465112,1,2,0,40,1,0,0.6944504561307088,0,0.3481109976000144,0,0.0
TRIP_DRIVER_000_0112,DRIVER_000,2025-01-15,109,17.699969289702484,19.94474026040286,46.8728075125872,5,0,2,28,1,0,0.4069719096342639,1,0.0757843335558811,0,0.0
TRIP_DRIVER_000_0113,DRIVER_000,2025-01-06,94,45.4616280709295,22.16569981205783,63.321099984386244,3,1,1,39,1,1,0.28490802153096084,0,0.20646957033070315,0,0.0
TRIP_DRIVER_000_0114,DRIVER_000,2025-04-16,111,3.175000836371867,23.334662183452032,82.40832202673674,3,1,1,32,0,0,0.7298603088484784,1,0.2761909251922249,0,0.0
TRIP_DRIVER_000_0115,DRIVER_000,2025-06-10,49,36.203032261118025,43.62099382755122,77.1674421877931,1,2,1,35,0,0,0.5963215188603683,0,0.34500440419175393,0,0.0
TRIP_DRIVER_000_0116,DRIVER_000,2025-05-23,45,47.144559869327324,35.05717940168742,74.81764999393832,2,4,0,41,0,0,0.011706610730904066,0,0.16342023606571937,0,0.0
TRIP_DRIVER_000_0117,DRIVER_000,2025-02-14,83,3.1432145431384204,18.69009885371237,68.21613418172063,4,2,0,38,1,1,0.8575623376612838,1,0.20420358992346138,0,0.0
TRIP_DRIVER_000_0118,DRIVER_000,2025-02-17,36,19.18744874844375,33.03222500400699,76.2980248223576,2,1,1,26,0,1,0.34060416658129167,0,0.1977966922380421,0,0.0
TRIP_DRIVER_000_0119,DRIVER_000,2025-02-07,68,30.68318322318183,25.9378118459262,49.47489286097171,3,1,2,18,0,0,0.023352096328185912,0,0.2124649264340397,0,0.0
TRIP_DRIVER_000_0120,DRIVER_000,2025-05-02,41,47.84002261881064,24.419001521320585,86.35300435392472,5,1,1,33,1,1,0.44044135031242404,0,0.15270849296460084,0,0.0
TRIP_DRIVER_000_0121,DRIVER_000,2025-03-26,50,34.19197875441712,22.051116444114754,83.17867045555147,1,2,1,38,0,0,0.7925213919629192,0,0.29415343238301517,0,0.0
TRIP_DRIVER_000_0122,DRIVER_000,2025-01-05,21,35.83335111743364,42.208284265045016,44.77128322387073,3,0,1,21,0,0,0.9696077268480954,1,0.22877874861363176,0,0.0
TRIP_DRIVER_000_0123,DRIVER_000,2025-02-21,100,25.104623905180723,24.0734243486814,64.51880214101787,3,2,1,31,0,1,0.4764833837782927,1,0.09274949442965674,1,373.54185839325453
TRIP_DRIVER_000_0124,DRIVER_000,2025-03-13,23,16.283054920209743,22.68142695314863,39.184255108271884,4,0,2,35,0,1,0.5285781097221971,0,0.37207183360051255,0,0.0
TRIP_DRIVER_000_0125,DRIVER_000,2025-01-26,117,5.4007955598559265,15.069526437144416,39.91970886672797,2,0,4,24,1,0,0.6874063641362376,0,0.16674922603335046,0,0.0
TRIP_DRIVER_000_0126,DRIVER_000,2025-05-22,64,29.27499255863363,35.93268828220289,37.8256835301384,0,2,1,32,1,1,0.21111247116613618,1,0.19529983103538615,0,0.0
TRIP_DRIVER_000_0127,DRIVER_000,2025-04-30,59,45.39943910449236,24.64487103743646,63.69483662585579,3,1,0,41,0,0,0.6247838627894025,0,0.2796931901364932,0,0.0
TRIP_DRIVER_000_0128,DRIVER_000,2025-06-05,114,41.30420492482564,39.11875522657561,67.87835558438115,1,1,1,25,0,1,0.31758679526111666,0,0.22824676554064144,0,0.0
TRIP_DRIVER_000_0129,DRIVER_000,2025-04-06,90,35.641847885330094,16.880688648655976,83.65441945652736,0,0,1,24,0,1,0.31334791758514313,0,0.3424696672126929,0,0.0
TRIP_DRIVER_000_0130,DRIVER_000,2025-06-26,74,19.48858464419645,43.92235249470325,42.401726225853764,3,1,0,36,1,1,0.950772707731338,0,0.16432368636130545,0,0.0
TRIP_DRIVER_000_0131,DRIVER_000,2025-05-20,41,3.3611146072715155,25.80151397702935,90.11479222858298,2,0,0,30,1,0,0.8221798868164233,1,0.13850624017906993,0,0.0
TRIP_DRIVER_000_0132,DRIVER_000,2025-02-23,60,32.737945382083154,38.88721786688563,78.96206929800826,0,2,2,36,0,0,0.04300695186693948,0,0.32190085271568786,0,0.0
TRIP_DRIVER_000_0133,DRIVER_000,2025-02-22,48,5.8934742356727305,35.641333315080416,50.79469097242528,4,1,1,36,0,0,0.7623090320219387,0,0.15508381270755112,0,0.0
TRIP_DRIVER_000_0134,DRIVER_000,2025-04-02,62,42.99934843295783,32.26066209754668,41.69197435147733,2,1,0,37,0,0,0.5680925123378673,0,0.23942263462816868,0,0.0
TRIP_DRIVER_000_0135,DRIVER_000,2025-02-20,77,27.80119931719802,39.89289360862935,70.82886344828863,1,0,3,32,0,0,0.9902088935876214,0,0.23412923035552324,0,0.0
TRIP_DRIVER_000_0136,DRIVER_000,2025-03-16,19,28.503383604471733,38.30784030981677,48.76476890092216,4,0,3,35,1,0,0.7249811699240525,0,0.09309670158941297,0,0.0
TRIP_DRIVER_000_0137,DRIVER_000,2025-01-26,117,46.59973343748031,29.91937338506917,50.154603016025554,0,1,1,34,1,0,0.18030793542277812,0,0.24317036277825776,0,0.0
TRIP_DRIVER_000_0138,DRIVER_000,2025-01-08,48,44.986058961219875,35.23046937070407,45.02575084489918,4,2,2,32,0,0,0.013029567757083749,0,0.32372551185702625,0,0.0
TRIP_DRIVER_000_0139,DRIVER_000,2025-05-05,102,35.217246704151066,26.856177789299107,89.90012615682775,4,0,1,39,1,1,0.3769855419262801,0,0.31633396036638095,0,0.0
TRIP_DRIVER_000_0140,DRIVER_000,2025-06-19,108,42.554062390472716,36.8658432680984,42.73776262917384,1,2,0,31,1,0,0.761007923495392,0,0.19264547963831652,0,0.0
TRIP_DRIVER_000_0141,DRIVER_000,2025-06-12,103,47.595501130624875,32.31367758114962,57.1324661384749,2,1,0,27,0,0,0.22085278296300892,0,0.08571366925690042,0,0.0
TRIP_DRIVER_001_0000,DRIVER_001,2025-05-19,60,29.424352898803274,30.50095155678803,89.06810104677288,6,2,1,58,0,0,0.0690075926128163,1,0.32543020228975045,0,0.0
TRIP_DRIVER_001_0001,DRIVER_001,2025-01-24,31,41.955470467615285,24.96573099346814,85.48440025117874,5,1,0,69,0,0,0.054634420000972295,1,0.24119167027610164,0,0.0
